UltimateParentAccountID,Revenue,Employees,GlobalRegion,Industry,NAICSCode,NAICSCodeDescription,FirstPurchase,HoldingCompany
0015000000qFuLnAAK,4,6,EMEA,Engineering Construction & Operation,236115,New Single-Family Housing Construction (except For-Sale Builders) ,12/21/2015,FALSE
0015000000qFup6AAC,2,1,EMEA,Banking,522110,Commercial Banking ,11/17/2020,FALSE
0015000000qFuRjAAK,1,3,EMEA,Wholesale,424480,Fresh Fruit and Vegetable Merchant Wholesalers ,8/12/2020,FALSE
0015000000qFuXcAAK,2,4,EMEA,Banking,525910,Open-End Investment Funds ,9/16/2019,FALSE
0015000000qFuyEAAS,2,2,EMEA,Professional & Business Services,551112,Offices of Other Holding Companies ,3/4/2021,FALSE
0015000000qFv2fAAC,2,4,EMEA,Professional & Business Services,551112,Offices of Other Holding Companies ,6/8/2021,FALSE
0015000000qFvaHAAS,5,8,EMEA,Banking,525910,Open-End Investment Funds ,10/21/2010,FALSE
0015000000qFvipAAC,2,5,EMEA,Professional & Business Services,561499,All Other Business Support Services ,2/17/2021,FALSE
0015000000qFvLsAAK,4,8,EMEA,Healthcare,621999,All Other Miscellaneous Ambulatory Health Care Services ,8/10/2017,FALSE
0015000000qFvp3AAC,2,5,EMEA,Healthcare,523930,Investment Advice ,11/3/2016,FALSE
0015000000qFw15AAC,3,6,EMEA,Automotive,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,12/24/2018,FALSE
0015000000qFwakAAC,1,2,EMEA,Manufacturing,333912,Air and Gas Compressor Manufacturing ,9/29/2019,FALSE
0015000000qFwD9AAK,3,5,EMEA,Banking,523120,Securities Brokerage ,2/10/2009,FALSE
0015000000qFwi3AAC,3,6,EMEA,Banking,523120,Securities Brokerage ,6/10/2011,FALSE
0015000000qFwLsAAK,5,8,EMEA,Retail,445110,Supermarkets and Other Grocery (except Convenience) Stores ,6/30/2019,FALSE
0015000000qFwz1AAC,2,5,EMEA,Life Sciences,325412,Pharmaceutical Preparation Manufacturing ,12/17/2010,FALSE
0015000000qFx82AAC,6,8,EMEA,Professional & Business Services,551112,Offices of Other Holding Companies ,3/18/2016,FALSE
0015000000qFxfRAAS,4,3,EMEA,Banking,525910,Open-End Investment Funds ,3/13/2017,FALSE
0015000000qFxJNAA0,1,3,EMEA,Consumer Products,115112,"Soil Preparation, Planting, and Cultivating ",9/28/2018,FALSE
0015000000qFxmPAAS,3,4,EMEA,Banking,525910,Open-End Investment Funds ,3/4/2014,FALSE
0015000000qFxnfAAC,3,4,EMEA,Banking,525910,Open-End Investment Funds ,9/30/2019,FALSE
0015000000qFxnhAAC,2,6,EMEA,Professional & Business Services,561499,All Other Business Support Services ,12/28/2020,FALSE
0015000000qFxs8AAC,3,3,EMEA,Professional & Business Services,561499,All Other Business Support Services ,12/13/2019,FALSE
0015000000qFxx8AAC,2,3,EMEA,Insurance,524113,Direct Life Insurance Carriers ,12/27/2010,FALSE
0015000000qFynmAAC,2,4,EMEA,Wholesale,551112,Offices of Other Holding Companies ,3/30/2016,FALSE
0015000000qFyraAAC,2,4,EMEA,Banking,522291,Consumer Lending ,3/24/2021,FALSE
0015000000qFyRqAAK,2,4,EMEA,Professional & Business Services,561499,All Other Business Support Services ,10/28/2020,FALSE
0015000000qFyrQAAS,2,2,EMEA,Banking,522110,Commercial Banking ,12/22/2015,FALSE
0015000000qFz3yAAC,1,4,EMEA,Manufacturing,551112,Offices of Other Holding Companies ,7/16/2018,FALSE
0015000000qFz5IAAS,5,8,EMEA,High Tech,561499,All Other Business Support Services ,11/22/2013,FALSE
0015000000qFz6hAAC,4,6,EMEA,Banking,522110,Commercial Banking ,9/18/2014,FALSE
0015000000qFzbIAAS,1,3,EMEA,Media,512210,Record Production,11/13/2013,FALSE
0015000000qFzCNAA0,4,6,EMEA,Life Sciences,325412,Pharmaceutical Preparation Manufacturing ,11/22/2013,FALSE
0015000000qFzQJAA0,2,2,EMEA,Media,711219,Other Spectator Sports ,3/17/2016,FALSE
0015000000qG0anAAC,6,8,EMEA,Automotive,551112,Offices of Other Holding Companies ,6/30/2017,FALSE
0015000000qG0mAAAS,6,7,EMEA,Consumer Products,312230,Tobacco Manufacturing ,12/18/2007,FALSE
0015000000qG0okAAC,2,4,EMEA,Manufacturing,311221,Wet Corn Milling ,9/18/2017,FALSE
0015000000qG0rcAAC,5,7,EMEA,Consumer Products,312120,Breweries,10/22/2008,FALSE
0015000000qG0rTAAS,4,6,EMEA,Chemicals,325311,Nitrogenous Fertilizer Manufacturing ,12/17/2014,FALSE
0015000000qG0v1AAC,5,6,EMEA,Professional & Business Services,551112,Offices of Other Holding Companies ,1/1/2021,FALSE
0015000000qG17fAAC,2,3,EMEA,Banking,522110,Commercial Banking ,6/30/2016,FALSE
0015000000qG1AWAA0,2,5,EMEA,Insurance,551112,Offices of Other Holding Companies ,9/11/2015,FALSE
0015000000qG1cHAAS,5,7,EMEA,Retail,551112,Offices of Other Holding Companies ,11/15/2018,FALSE
0015000000qG1ekAAC,6,8,EMEA,Manufacturing,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables ",6/30/2020,FALSE
0015000000qG1JuAAK,2,4,EMEA,Media,511110,Newspaper Publishers ,7/17/2019,FALSE
0015000000qG1KGAA0,4,7,EMEA,Banking,525910,Open-End Investment Funds ,12/6/2017,FALSE
0015000000qG1KuAAK,5,8,Latin America,Oil & Gas,213112,Support Activities for Oil and Gas Operations ,12/5/2016,FALSE
0015000000qG1YAAA0,2,3,EMEA,Telecommunications,517919,All Other Telecommunications ,10/31/2017,FALSE
0015000000qG2gkAAC,5,5,EMEA,Banking,525910,Open-End Investment Funds ,8/30/2010,FALSE
0015000000qG2gZAAS,1,2,EMEA,Banking,525910,Open-End Investment Funds ,5/24/2021,FALSE
0015000000qG2NPAA0,2,7,EMEA,Banking,551111,Offices of Bank Holding Companies ,2/28/2013,FALSE
0015000000qG2nRAAS,1,3,EMEA,Media,511110,Newspaper Publishers ,6/18/2018,FALSE
0015000000qG2rVAAS,4,7,EMEA,Banking,525910,Open-End Investment Funds ,12/30/2016,FALSE
0015000000qG2UxAAK,1,4,EMEA,Retail,452210,NA,10/30/2013,FALSE
0015000000qG2wzAAC,4,6,EMEA,Telecommunications,517911,Telecommunications Resellers ,8/9/2016,FALSE
0015000000qG2WzAAK,1,1,EMEA,Banking,525910,Open-End Investment Funds ,8/31/2020,FALSE
0015000000qG2X1AAK,1,5,EMEA,Consumer Products,311999,All Other Miscellaneous Food Manufacturing ,7/21/2016,FALSE
0015000000qG31qAAC,4,6,EMEA,Life Sciences,325411,Medicinal and Botanical Manufacturing ,7/14/2016,FALSE
0015000000qG33RAAS,4,8,EMEA,Banking,523910,Miscellaneous Intermediation ,12/29/2017,FALSE
0015000000qG37WAAS,3,6,EMEA,Manufacturing,312230,Tobacco Manufacturing ,1/27/2010,FALSE
0015000000qG3auAAC,1,5,EMEA,Consumer Products,339930,"Doll, Toy, and Game Manufacturing",3/31/2016,FALSE
0015000000qG3bHAAS,2,5,EMEA,Professional & Business Services,561499,All Other Business Support Services ,1/14/2016,FALSE
0015000000qG3bSAAS,1,4,EMEA,Wholesale,423830,Industrial Machinery and Equipment Merchant Wholesalers ,1/29/2010,FALSE
0015000000qG3JKAA0,5,7,EMEA,Professional & Business Services,551112,Offices of Other Holding Companies ,12/4/2014,FALSE
0015000000qG3kKAAS,4,4,EMEA,Manufacturing,322121,Paper (except Newsprint) Mills ,12/13/2011,FALSE
0015000000qG3VaAAK,2,3,EMEA,Professional & Business Services,561499,All Other Business Support Services ,3/26/2018,FALSE
0015000000qG3yZAAS,4,5,EMEA,High Tech,541910,Marketing Research and Public Opinion Polling,9/23/2019,FALSE
0015000000qG42QAAS,6,5,EMEA,Professional & Business Services,551112,Offices of Other Holding Companies ,4/30/2021,FALSE
0015000000qG4C3AAK,2,5,EMEA,Professional & Business Services,551112,Offices of Other Holding Companies ,1/28/2020,FALSE
0015000000qG4CFAA0,6,8,EMEA,Automotive,336211,Motor Vehicle Body Manufacturing ,7/17/2012,FALSE
0015000000qG4eYAAS,3,4,EMEA,Retail,541618,Other Management Consulting Services ,3/31/2017,FALSE
0015000000qG4jyAAC,1,4,EMEA,Consumer Products,551112,Offices of Other Holding Companies ,6/29/2018,FALSE
0015000000qG4XhAAK,3,5,EMEA,Banking,523991,"Trust, Fiduciary, and Custody Activities ",7/8/2008,FALSE
0015000000qGIsJAAW,6,6,EMEA,Automotive,336211,Motor Vehicle Body Manufacturing ,9/28/2011,FALSE
0015000000qGLf6AAG,3,7,EMEA,Government,921120,Legislative Bodies ,12/18/2017,FALSE
0015000000QRsTzAAL,1,5,North America,Education,611310,"Colleges, Universities, and Professional Schools ",2/8/2011,FALSE
0015000000QS7tNAAT,4,6,North America,Consumer Products,325620,Toilet Preparation Manufacturing,6/5/2013,FALSE
0015000000QTPcnAAH,1,6,North America,Education,611310,"Colleges, Universities, and Professional Schools ",7/13/2009,FALSE
0015000000QTTFCAA5,2,5,North America,Education,611310,"Colleges, Universities, and Professional Schools ",5/1/2009,FALSE
0015000000QTTQ5AAP,4,7,North America,Manufacturing,333914,NA,3/16/2009,FALSE
0015000000QUH2ZAAX,3,6,North America,Education,611310,"Colleges, Universities, and Professional Schools ",9/10/2009,FALSE
0015000000QUMaPAAX,5,6,North America,Utilities,221118,Other Electric Power Generation ,6/26/2007,FALSE
0015000000QUY75AAH,3,6,North America,Education,611310,"Colleges, Universities, and Professional Schools ",3/2/2009,FALSE
0015000000QVDcKAAX,1,4,North America,Media,511130,Book Publishers ,7/21/2008,FALSE
0015000000QVETUAA5,1,2,North America,Retail,454110,NA,12/7/2010,FALSE
0015000000QvP95AAF,2,5,North America,Professional & Business Services,611691,Exam Preparation and Tutoring ,9/25/2009,FALSE
0015000000qZaheAAC,1,2,North America,Banking,531110,Lessors of Residential Buildings and Dwellings ,5/23/2018,FALSE
0015000000QzAzEAAV,5,7,North America,Banking,522110,Commercial Banking ,4/26/2011,FALSE
0015000000r6vRnAAI,6,8,APAC,Automotive,336111,Automobile Manufacturing ,8/26/2013,FALSE
0015000000r70nsAAA,2,4,EMEA,Professional & Business Services,561499,All Other Business Support Services ,1/12/2011,FALSE
0015000000r77SlAAI,3,5,APAC,Telecommunications,517311,NA,2/4/2013,FALSE
0015000000r8m5xAAA,3,5,APAC,Manufacturing,331110,Iron and Steel Mills and Ferroalloy Manufacturing ,6/20/2017,FALSE
0015000000r8vvWAAQ,6,6,EMEA,Banking,525910,Open-End Investment Funds ,4/23/2013,FALSE
0015000000r91jjAAA,1,3,EMEA,Insurance,524113,Direct Life Insurance Carriers ,3/20/2015,FALSE
0015000000r9nChAAI,1,7,EMEA,Government,921120,Legislative Bodies ,8/28/2020,FALSE
0015000000r9o4yAAA,2,6,North America,High Tech,485320,Limousine Service,12/21/2018,FALSE
0015000000rAb81AAC,3,7,APAC,Healthcare,622110,General Medical and Surgical Hospitals ,9/28/2018,FALSE
0015000000rAKqsAAG,2,5,APAC,Hospitality,711219,Other Spectator Sports ,6/30/2016,FALSE
0015000000rAoajAAC,2,5,EMEA,Education,611310,"Colleges, Universities, and Professional Schools ",5/27/2014,FALSE
0015000000RbjPtAAJ,4,5,North America,Banking,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities ",9/11/2009,FALSE
0015000000RBwRiAAL,2,5,North America,Consumer Products,337214,Office Furniture (except Wood) Manufacturing ,9/15/2008,FALSE
0015000000rbyLXAAY,1,1,APAC,Education,611310,"Colleges, Universities, and Professional Schools ",11/11/2009,FALSE
0015000000Rce59AAB,1,4,North America,Education,611310,"Colleges, Universities, and Professional Schools ",12/18/2007,FALSE
0015000000RCP1CAAX,2,6,North America,High Tech,493190,Other Warehousing and Storage,12/2/2009,FALSE
0015000000RCqOBAA1,5,7,North America,Government,921110,Executive Offices ,2/6/2015,FALSE
0015000000RCZVKAA5,1,3,North America,Manufacturing,332919,Other Metal Valve and Pipe Fitting Manufacturing ,9/15/2009,FALSE
0015000000Rd4qxAAB,3,6,North America,Automotive,441110,New Car Dealers ,8/11/2010,FALSE
0015000000RD9eGAAT,2,5,North America,High Tech,541511,Custom Computer Programming Services ,9/14/2009,FALSE
0015000000RdApUAAV,5,7,North America,Travel & Transportation,481112,Scheduled Freight Air Transportation ,2/25/2011,FALSE
0015000000RdArgAAF,6,8,North America,Professional & Business Services,492110,Couriers and Express Delivery Services,10/17/2011,FALSE
0015000000RejbxAAB,2,5,North America,Education,611310,"Colleges, Universities, and Professional Schools ",11/3/2009,FALSE
0015000000RejT5AAJ,5,8,North America,Life Sciences,325412,Pharmaceutical Preparation Manufacturing ,10/30/2009,FALSE
0015000000ReVspAAF,5,7,North America,Retail,452210,NA,4/29/2010,FALSE
0015000000RrrdWAAR,6,8,North America,Telecommunications,517911,Telecommunications Resellers ,11/22/2010,FALSE
0015000000rs4gBAAQ,2,6,Latin America,Banking,522110,Commercial Banking ,11/5/2013,FALSE
0015000000RTmmLAAT,1,4,APAC,Education,611310,"Colleges, Universities, and Professional Schools ",11/4/2009,FALSE
0015000000RTtIMAA1,2,1,APAC,Education,611310,"Colleges, Universities, and Professional Schools ",3/5/2010,FALSE
0015000000RU47HAAT,4,5,North America,Telecommunications,517311,NA,9/15/2014,FALSE
0015000000ruJcAAAU,1,5,North America,Education,611110,Elementary and Secondary Schools ,9/28/2020,FALSE
0015000000ruJcHAAU,1,6,North America,Education,611110,Elementary and Secondary Schools ,10/3/2019,FALSE
0015000000ruJcYAAU,1,5,North America,Non-Profits,624190,Other Individual and Family Services ,12/9/2016,FALSE
0015000000ruJcZAAU,2,6,North America,Education,611110,Elementary and Secondary Schools ,7/31/2020,FALSE
0015000000ruJigAAE,1,5,North America,Education,611110,Elementary and Secondary Schools ,6/13/2016,FALSE
0015000000ruK6mAAE,2,1,North America,Education,611110,Elementary and Secondary Schools ,7/1/2021,FALSE
0015000000ruKlcAAE,1,4,North America,Education,611110,Elementary and Secondary Schools ,3/14/2013,FALSE
0015000000ruKZiAAM,1,4,North America,Education,611110,Elementary and Secondary Schools ,7/3/2017,FALSE
0015000000ruKZWAA2,2,7,North America,Education,611110,Elementary and Secondary Schools ,12/31/2019,FALSE
0015000000ruLBEAA2,2,6,North America,Education,611110,Elementary and Secondary Schools ,11/25/2015,FALSE
0015000000ruyrGAAQ,1,5,North America,Education,611110,Elementary and Secondary Schools ,9/30/2016,FALSE
0015000000RxR1oAAF,1,4,North America,Education,611310,"Colleges, Universities, and Professional Schools ",8/4/2009,FALSE
0015000000RyhZWAAZ,4,7,North America,Retail,441310,Automotive Parts and Accessories Stores ,1/13/2015,FALSE
0015000000Rzmr5AAB,2,7,North America,Education,611699,All Other Miscellaneous Schools and Instruction ,4/16/2009,FALSE
0015000000S05kRAAR,2,5,North America,Education,611699,All Other Miscellaneous Schools and Instruction ,12/17/2009,FALSE
0015000000Sb1UeAAJ,4,8,North America,Healthcare,622110,General Medical and Surgical Hospitals ,5/27/2011,FALSE
0015000000SbEjkAAF,4,5,North America,Insurance,524114,Direct Health and Medical Insurance Carriers ,4/9/2010,FALSE
0015000000SbiRwAAJ,1,4,APAC,Education,611310,"Colleges, Universities, and Professional Schools ",2/5/2010,FALSE
0015000000SD9sdAAD,4,5,North America,Oil & Gas,221112,Fossil Fuel Electric Power Generation ,11/30/2009,FALSE
0015000000sDP5wAAG,6,7,APAC,Banking,551111,Offices of Bank Holding Companies ,12/21/2018,FALSE
0015000000SDsBcAAL,2,5,North America,Education,611310,"Colleges, Universities, and Professional Schools ",12/8/2009,FALSE
0015000000sDwvpAAC,3,8,EMEA,Professional & Business Services,551112,Offices of Other Holding Companies ,6/19/2017,FALSE
0015000000SDYLNAA5,4,5,North America,Insurance,524114,Direct Health and Medical Insurance Carriers ,12/4/2009,FALSE
0015000000sEp5sAAC,6,8,APAC,High Tech,334413,Semiconductor and Related Device Manufacturing ,1/12/2012,FALSE
0015000000sES5KAAW,2,4,Latin America,Government,921190,Other General Government Support ,8/29/2011,FALSE
0015000000sEUeCAAW,3,6,EMEA,Banking,522110,Commercial Banking ,3/30/2018,FALSE
0015000000sEzmJAAS,3,6,APAC,Banking,522110,Commercial Banking ,6/28/2019,FALSE
0015000000sEzpDAAS,2,4,APAC,Banking,551112,Offices of Other Holding Companies ,9/29/2017,FALSE
0015000000sFXNhAAO,3,6,North America,Education,611310,"Colleges, Universities, and Professional Schools ",6/26/2007,FALSE
0015000000SklyoAAB,1,4,APAC,Education,611310,"Colleges, Universities, and Professional Schools ",3/3/2011,FALSE
0015000000SlVc3AAF,5,5,North America,Banking,522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities ",1/24/2019,FALSE
0015000000son5SAAQ,1,3,North America,Telecommunications,519190,All Other Information Services,5/29/2014,FALSE
0015000000soXEwAAM,1,3,North America,High Tech,334112,Computer Storage Device Manufacturing ,6/19/2020,FALSE
0015000000spnqiAAA,2,4,EMEA,Automotive,441110,New Car Dealers ,8/9/2016,FALSE
0015000000sppp7AAA,2,5,EMEA,Professional & Business Services,551112,Offices of Other Holding Companies ,8/6/2020,FALSE
0015000000sr9v8AAA,3,6,North America,Insurance,524127,Direct Title Insurance Carriers ,11/18/2014,FALSE
0015000000srAkjAAE,3,6,North America,Insurance,524127,Direct Title Insurance Carriers ,7/24/2015,FALSE
0015000000srOkPAAU,2,5,EMEA,Utilities,221118,Other Electric Power Generation ,7/22/2014,FALSE
0015000000St9gCAAR,4,7,North America,Retail,452210,NA,1/26/2012,FALSE
0015000000Stn9iAAB,6,8,North America,High Tech,511210,Software Publishers,5/28/2008,FALSE
0015000000SuaJAAAZ,6,8,North America,Retail,445110,Supermarkets and Other Grocery (except Convenience) Stores ,9/19/2011,FALSE
0015000000SupKTAAZ,1,4,North America,Education,611310,"Colleges, Universities, and Professional Schools ",10/14/2011,FALSE
0015000000SuxE8AAJ,6,7,North America,Banking,523120,Securities Brokerage ,2/25/2009,FALSE
0015000000SvIzfAAF,4,5,North America,Utilities,221118,Other Electric Power Generation ,5/6/2009,FALSE
0015000000SvnfrAAB,1,3,North America,Banking,522110,Commercial Banking ,4/20/2010,FALSE
0015000000Svvi8AAB,4,6,North America,Retail,441310,Automotive Parts and Accessories Stores ,6/29/2010,FALSE
0015000000SwCD0AAN,4,4,North America,Retail,424410,General Line Grocery Merchant Wholesalers ,9/21/2015,FALSE
0015000000SwdArAAJ,2,5,North America,Automotive,336390,Other Motor Vehicle Parts Manufacturing,6/11/2010,FALSE
0015000000SwDepAAF,6,8,North America,Government,336414,Guided Missile and Space Vehicle Manufacturing ,11/19/2019,FALSE
0015000000SwDWgAAN,2,5,North America,Non-Profits,515120,Television Broadcasting,11/2/2007,FALSE
0015000000SwEOZAA3,6,8,North America,Retail,452311,NA,6/18/2020,FALSE
0015000000SwGqGAAV,2,4,North America,High Tech,511210,Software Publishers,3/8/2011,FALSE
0015000000SwIb0AAF,6,8,North America,High Tech,454110,NA,9/24/2010,FALSE
0015000000SwIc8AAF,4,7,North America,High Tech,332911,Industrial Valve Manufacturing ,5/18/2010,FALSE
0015000000SwIcIAAV,4,6,North America,Healthcare,622110,General Medical and Surgical Hospitals ,12/20/2010,FALSE
0015000000SwIeEAAV,2,6,North America,Manufacturing,337910,Mattress Manufacturing,5/10/2018,FALSE
0015000000SwIKBAA3,5,6,North America,Retail,441120,Used Car Dealers ,6/28/2010,FALSE
0015000000SwIMHAA3,2,3,North America,Insurance,524126,Direct Property and Casualty Insurance Carriers ,3/17/2021,FALSE
0015000000SwJk0AAF,6,7,North America,Retail,424490,Other Grocery and Related Products Merchant Wholesalers ,9/29/2017,FALSE
0015000000SwK1jAAF,2,4,North America,Manufacturing,334516,Analytical Laboratory Instrument Manufacturing ,6/30/2011,FALSE
0015000000SwKDqAAN,1,4,North America,Media,511130,Book Publishers ,10/29/2010,FALSE
0015000000SwKG9AAN,1,3,North America,Manufacturing,335122,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing ",5/28/2010,FALSE
0015000000SwkwqAAB,1,3,North America,High Tech,541511,Custom Computer Programming Services ,12/20/2012,FALSE
0015000000SwP6jAAF,5,4,North America,Insurance,524113,Direct Life Insurance Carriers ,12/1/2011,FALSE
0015000000SwPBYAA3,5,7,North America,Banking,522291,Consumer Lending ,8/31/2015,FALSE
0015000000SwWZbAAN,3,4,North America,High Tech,511210,Software Publishers,4/28/2011,FALSE
0015000000SwxMrAAJ,5,6,North America,Insurance,524126,Direct Property and Casualty Insurance Carriers ,3/31/2017,FALSE
0015000000Swy0mAAB,3,5,North America,Banking,522110,Commercial Banking ,8/17/2010,FALSE
0015000000SZ5NPAA1,6,8,North America,Consumer Products,311919,Other Snack Food Manufacturing ,3/13/2009,FALSE
0015000000SZl3fAAD,4,8,North America,Professional & Business Services,722310,Food Service Contractors,1/19/2010,FALSE
0015000000tDILgAAO,4,8,EMEA,Media,541890,Other Services Related to Advertising ,7/14/2009,FALSE
0015000000tFt3TAAS,2,4,North America,Banking,522110,Commercial Banking ,6/17/2019,FALSE
0015000000tFu60AAC,1,4,North America,Professional & Business Services,541715,NA,9/28/2020,FALSE
0015000000tFuj8AAC,5,5,North America,Non-Profits,541330,Engineering Services,6/27/2018,FALSE
0015000000tFuMRAA0,2,3,North America,Travel & Transportation,488330,Navigational Services to Shipping ,6/30/2021,FALSE
0015000000tFwLOAA0,2,4,North America,Retail,448210,Shoe Stores ,3/21/2014,FALSE
0015000000tFxMkAAK,2,5,North America,High Tech,541511,Custom Computer Programming Services ,1/31/2012,FALSE
0015000000tFxN7AAK,3,2,North America,Wholesale,424510,Grain and Field Bean Merchant Wholesalers ,6/27/2018,FALSE
0015000000tFyi9AAC,3,7,North America,Banking,523120,Securities Brokerage ,8/18/2016,TRUE
0015000000tFzzZAAS,1,4,North America,Professional & Business Services,518210,"Data Processing, Hosting, and Related Services",6/18/2019,FALSE
0015000000tG0A7AAK,2,7,North America,Healthcare,541611,Administrative Management and General Management Consulting Services ,11/15/2010,FALSE
0015000000tG0bCAAS,1,3,North America,Consumer Products,312130,Wineries ,7/25/2016,FALSE
0015000000tG1j6AAC,2,5,North America,Healthcare,446110,Pharmacies and Drug Stores ,6/13/2013,FALSE
0015000000tG1xTAAS,2,5,North America,Healthcare,561110,Office Administrative Services,12/31/2015,FALSE
0015000000tG33LAAS,1,3,North America,Consumer Products,339999,All Other Miscellaneous Manufacturing ,5/10/2011,FALSE
0015000000tG3pMAAS,4,4,North America,Wholesale,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers ,8/12/2013,FALSE
0015000000tG3TPAA0,1,3,North America,Professional & Business Services,493120,Refrigerated Warehousing and Storage,12/5/2014,FALSE
0015000000tG3uvAAC,2,4,North America,Banking,561450,Credit Bureaus,3/2/2015,FALSE
0015000000tG4OYAA0,2,3,North America,Manufacturing,423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers ",5/24/2016,FALSE
0015000000tG4T3AAK,2,5,North America,Insurance,524210,Insurance Agencies and Brokerages ,7/11/2018,FALSE
0015000000tG5nmAAC,6,6,North America,Banking,523120,Securities Brokerage ,3/31/2014,FALSE
0015000000tG5NQAA0,2,2,North America,Banking,523120,Securities Brokerage ,2/26/2010,FALSE
0015000000tG6BtAAK,3,3,North America,Professional & Business Services,482111,Line-Haul Railroads ,11/16/2020,FALSE
0015000000tG74hAAC,5,8,North America,Professional & Business Services,551112,Offices of Other Holding Companies ,1/12/2010,FALSE
0015000000tG80tAAC,1,1,North America,Banking,52229,NA,11/14/2019,FALSE
0015000000tG8knAAC,1,4,North America,Retail,452210,NA,8/21/2019,FALSE
0015000000tG90kAAC,3,4,North America,Insurance,524113,Direct Life Insurance Carriers ,3/17/2016,FALSE
0015000000tG9ukAAC,4,7,North America,Healthcare,62210,NA,3/20/2014,FALSE
0015000000tG9w5AAC,2,6,North America,Professional & Business Services,511191,Greeting Card Publishers ,3/30/2021,FALSE
0015000000tGAhFAAW,3,3,North America,Wholesale,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals) ,8/21/2020,FALSE
0015000000tGAStAAO,1,3,North America,Professional & Business Services,511210,Software Publishers,12/21/2010,FALSE
0015000000tGATFAA4,2,5,North America,Retail,452210,NA,5/21/2010,FALSE
0015000000tGB6EAAW,2,3,North America,Wholesale,424490,Other Grocery and Related Products Merchant Wholesalers ,2/12/2020,FALSE
0015000000tGB9FAAW,1,3,North America,High Tech,511210,Software Publishers,8/24/2018,FALSE
0015000000tGBBmAAO,4,1,North America,Wholesale,42441,NA,1/29/2016,FALSE
0015000000tGBDbAAO,6,8,North America,High Tech,541715,NA,10/14/2008,FALSE
0015000000tGBIhAAO,3,5,North America,Government,921110,Executive Offices ,12/29/2017,FALSE
0015000000tGBNpAAO,3,6,North America,Healthcare,44611,NA,11/2/2020,FALSE
0015000000tGBqDAAW,4,8,North America,Hospitality,721110,Hotels (except Casino Hotels) and Motels ,3/22/2012,FALSE
0015000000tGBR3AAO,5,6,North America,Insurance,524113,Direct Life Insurance Carriers ,11/7/2016,FALSE
0015000000tGBUiAAO,4,5,North America,Insurance,524113,Direct Life Insurance Carriers ,6/26/2008,FALSE
0015000000tGCxrAAG,2,5,North America,Professional & Business Services,561710,Exterminating and Pest Control Services,7/21/2014,FALSE
0015000000tGDUiAAO,3,5,North America,Professional & Business Services,551111,Offices of Bank Holding Companies ,3/16/2016,FALSE
0015000000tGEBAAA4,2,6,North America,Healthcare,541990,"All Other Professional, Scientific, and Technical Services",5/23/2013,FALSE
0015000000tGEuaAAG,1,4,North America,Banking,551111,Offices of Bank Holding Companies ,7/14/2015,FALSE
0015000000tGFKFAA4,2,3,North America,Banking,531190,Lessors of Other Real Estate Property ,6/13/2019,TRUE
0015000000tGGbkAAG,1,4,North America,Media,511120,Periodical Publishers ,11/18/2014,FALSE
0015000000tGGHSAA4,3,5,North America,Banking,522293,International Trade Financing ,6/11/2013,FALSE
0015000000tGGtAAAW,6,7,North America,Banking,531312,Nonresidential Property Managers ,4/28/2014,FALSE
0015000000tGIbyAAG,1,5,North America,Banking,522293,International Trade Financing ,3/9/2015,FALSE
0015000000tGJdbAAG,2,4,North America,Professional & Business Services,561320,Temporary Help Services,5/25/2016,FALSE
0015000000tGJlOAAW,1,3,North America,Consumer Products,424210,Drugs and Druggists' Sundries Merchant Wholesalers ,6/29/2018,FALSE
0015000000tGK2bAAG,1,3,North America,Consumer Products,424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers ,6/28/2019,FALSE
0015000000tGKEXAA4,4,8,North America,Banking,523930,Investment Advice ,9/10/2019,FALSE
0015000000tGKf1AAG,2,4,North America,Automotive,423110,Automobile and Other Motor Vehicle Merchant Wholesalers ,6/27/2016,FALSE
0015000000tGLDoAAO,3,5,North America,Banking,523930,Investment Advice ,3/26/2013,FALSE
0015000000tGLE0AAO,2,3,North America,High Tech,511210,Software Publishers,7/23/2014,FALSE
0015000000tGLGAAA4,3,7,North America,Retail,448120,Women's Clothing Stores ,9/6/2011,FALSE
0015000000tGMAAAA4,1,1,North America,Manufacturing,333316,Photographic and Photocopying Equipment Manufacturing ,2/21/2019,FALSE
0015000000tGMS4AAO,2,2,North America,Healthcare,524114,Direct Health and Medical Insurance Carriers ,6/2/2020,FALSE
0015000000tGMyPAAW,1,3,North America,High Tech,511210,Software Publishers,12/18/2018,FALSE
0015000000tGOowAAG,4,7,North America,Retail,448150,Clothing Accessories Stores ,8/29/2012,FALSE
0015000000tGqBGAA0,4,4,North America,Professional & Business Services,611699,All Other Miscellaneous Schools and Instruction ,10/19/2011,FALSE
0015000000tGQMkAAO,1,2,North America,Banking,522298,All Other Nondepository Credit Intermediation ,6/24/2015,FALSE
